name,url,Region,price,Distillery / Brand,Alcohol,Volume,Nose,Palate,Finish,Nose_clean,Palate_clean,Finish_clean,Nose_tokens,Palate_tokens,Finish_tokens,price_usd,reg_0,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,reg_7,user_pref,score,Nose_common,Palate_common,Finish_common,vendor_rec
Tomatin Cù Bòcan 2006 Vintage Limited Edition with Glass,https://www.masterofmalt.com/whiskies/tomatin/tomatin-cu-bocan-2006-vintage-limited-edition-with-glass-whisky/,Highland Whisky,49.45,Tomatin,50.0%,70cl," Flamed orange peel, oatcakes and bread 'n' butter pudding."," BBQ embers (and a hint of smoked meat to go with it), followed by honey and stick Oloroso.", Quite long and richly smoky.,flamed orange peel oatcake bread n butter pudding,bbq ember smoked meat go honey stick oloroso,long richly smoke,"['flamed', 'orange', 'peel', 'oatcake', 'bread', 'butter', 'pudding']","['bbq', 'ember', 'smoked', 'meat', 'honey', 'stick', 'oloroso']","['long', 'richly', 'smoke']",61.81,0,0,1,0,0,0,0,0,0.0,0.05514095112051122,,,smoke,"Port Askaig 100° Proof,Loch Lomond 12 Year Old,Hakushu Reserve,Ballechin 10 Year Old,Glentauchers 20yo #7301,Secret Distillery #1 LMDW,Beinn Dubh The Black,Bunnahabhain Cruach Mhòna,Glen Scotia 15YO"
Irish Single Malt #1 13 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/that-boutiquey-whisky-company/irish-single-malt-1-13-year-old-that-boutiquey-whisky-company-whiskey/,Scotch Whisky,59.95,That Boutique-y Whisky Company,46.8%,50cl," White grapes, red apples and cooked pears. Plenty of vanilla-rich wafts follow, along with a touch of coconut."," Bright citrus notes kick things off, joined by nectarine, quince, milky coffee and praline."," Slightly nutty on the finish with almond and walnut, though still rich in fresh fruit sweetness.",white grapes red apple cooked pears plenty vanillarich waft follow along coconut,bright citrus kick thing joined nectarine quince milky coffee praline,slightly nutty almond walnut though still rich fresh fruit sweetness,"['white', 'grapes', 'red', 'apple', 'cooked', 'pears', 'plenty', 'vanillarich', 'waft', 'follow', 'along', 'coconut']","['bright', 'citrus', 'kick', 'thing', 'joined', 'nectarine', 'quince', 'milky', 'coffee', 'praline']","['slightly', 'nutty', 'almond', 'walnut', 'though', 'still', 'rich', 'fresh', 'fruit', 'sweetness']",74.94,0,0,0,0,0,0,1,0,0.0,0.0,,,,"Islay #1 - Batch 1,Islay #1 10yo TBWC,Irish #1 14yo TBWC,Irish #2 12yo TBWC,Islay #4 11yo TBWC,Irish Whiskey 8yo TBWC,Secret Distillery #1 9yo"
Kilchoman STR Cask Matured,https://www.masterofmalt.com/whiskies/kilchoman/kilchoman-str-cask-matured-whisky/,Islay Whisky,77.95,Kilchoman,50.0%,70cl," Summer fruit compote, rich, buttery toffee and maritime aromas with swirls of peat smoke, baking spices and salted caramel."," Waves of runny caramel building into sweet summer berries, a dusting of cinnamon, thick lemon curd, buttery shortbread and maritime peat smoke.", Lingering sweet notes of floral honey and caramel biscuits with fragrant baking spices.,summer fruit compote rich buttery toffee maritime aroma swirl peat smoke baking spice salted caramel,waves runny caramel building sweet summer berries dusting cinnamon thick lemon curd buttery shortbread maritime peat smoke,linger sweet floral honey caramel biscuit fragrant baking spices,"['summer', 'fruit', 'compote', 'rich', 'buttery', 'toffee', 'maritime', 'aroma', 'swirl', 'peat', 'smoke', 'baking', 'spice', 'salted', 'caramel']","['waves', 'runny', 'caramel', 'building', 'sweet', 'summer', 'berries', 'dusting', 'cinnamon', 'thick', 'lemon', 'curd', 'buttery', 'shortbread', 'maritime', 'peat', 'smoke']","['linger', 'sweet', 'floral', 'honey', 'caramel', 'biscuit', 'fragrant', 'baking', 'spices']",97.44,1,0,0,0,0,0,0,0,0.0,0.2222039345850912,smoke,"sweet, smoke","sweet, spices",
Pl6 -Elements of Islay (Port Charlotte),https://www.masterofmalt.com/whiskies/bruichladdich/pl6-elements-of-islay-port-charlotte-whisky/,Islay Whisky,127.99,Bruichladdich,55.3%,50cl," Sawdust and smoked wood chips, with sea sprayed rocks and mineral aromas."," Plum sauce alongside Asian marinated meat, lots of smoke and subtle tar, warming spices and a certain earthy soil character.", A hint of bitterness on the finish alongside oak spice and baking spices with a touch of liquorice.,sawdust smoked wood chips sea sprayed rock mineral aromas,plum sauce asian marinated meat lot smoke subtle tar warming spice certain earthy soil character,bitter oak spice baking spice liquorice,"['sawdust', 'smoked', 'wood', 'chips', 'sea', 'sprayed', 'rock', 'mineral', 'aromas']","['plum', 'sauce', 'asian', 'marinated', 'meat', 'lot', 'smoke', 'subtle', 'tar', 'warming', 'spice', 'certain', 'earthy', 'soil', 'character']","['bitter', 'oak', 'spice', 'baking', 'spice', 'liquorice']",159.99,1,0,0,0,0,0,0,0,0.0,0.13720325868853545,,smoke,,
Oban Little Bay,https://www.masterofmalt.com/whiskies/oban/oban-little-bay-whisky/,Highland Whisky,52.9,Oban,43.0%,70cl," Dried apple chips, floral herbs and chopped mint, candied orange and a touch of milky coffee."," Those fancy chocolates with the flakes of sea salt, pound cake topped with demerara sugar and cinnamon. Citrus returns on the mid-palate.", Spiced with cinnamon and ginger.,dried apple chips floral herb chopped mint candied orange milky coffee,fancy chocolate flake sea salt pound cake topped demerara sugar cinnamon citrus return midpalate,spiced cinnamon ginger,"['dried', 'apple', 'chips', 'floral', 'herb', 'chopped', 'mint', 'candied', 'orange', 'milky', 'coffee']","['fancy', 'chocolate', 'flake', 'sea', 'salt', 'pound', 'cake', 'topped', 'demerara', 'sugar', 'cinnamon', 'citrus', 'return', 'midpalate']","['spiced', 'cinnamon', 'ginger']",66.12,0,0,1,0,0,0,0,0,0.0,0.0,,,,"Auchentoshan Three Wood,Dalwhinnie Winter's Gold,Balvenie DoubleWood 12yo,Glenfarclas 21,Bowmore 15 Year Old,Oban 14,Lagavulin 16 Year Old,Kilchoman Machir Bay,anCnoc 24 Year Old"
Bunnahabhain 37 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/bunnahabhain/bunnahabhain-37-year-old-that-boutiquey-whisky-company-whisky/,Islay Whisky,272.95,Bunnahabhain,41.2%,50cl," Dry oak, old leather and a hint of rock pools demonstrate this dram’s age, but sweet toffee, roasted malt, chestnuts and a helping of cinnamon keep things lively. Cherry, dried fruits and honeydew melon bring a fruity vibrancy."," The oak note becomes more earthy as the palate adds more funk and spice. There’s bitter herbs and forest floor elements, tart red fruit and a blend of treacle and Darjeeling tea, all of which are punctuated by subtly sweet, drying ginger. Old apples and green tobacco develop with time.", Herbaceous peppermint provides a fascinating conclusion.,dry oak old leather rock pool demonstrate dram’s age sweet toffee roasted malt chestnut helping cinnamon keep thing lively cherry dried fruit honeydew melon bring fruit vibrancy,oak becomes earthy add funk spice there’s bitter herb for floor elements tart red fruit blend treacle darjeeling tea punctuated subtly sweet drying ginger old apple green tobacco time,herbaceous peppermint provides fascinating conclusion,"['dry', 'oak', 'old', 'leather', 'rock', 'pool', 'demonstrate', 'dram', 'age', 'sweet', 'toffee', 'roasted', 'malt', 'chestnut', 'helping', 'cinnamon', 'keep', 'thing', 'lively', 'cherry', 'dried', 'fruit', 'honeydew', 'melon', 'bring', 'fruit', 'vibrancy']","['oak', 'becomes', 'earthy', 'add', 'funk', 'spice', 'there', 'bitter', 'herb', 'for', 'floor', 'elements', 'tart', 'red', 'fruit', 'blend', 'treacle', 'darjeeling', 'tea', 'punctuated', 'subtly', 'sweet', 'drying', 'ginger', 'old', 'apple', 'green', 'tobacco', 'time']","['herbaceous', 'peppermint', 'provides', 'fascinating', 'conclusion']",341.19,1,0,0,0,0,0,0,0,0.0,0.18354508623875948,sweet,"tea, sweet",,
The Macallan No.6 in Lalique Decanter,https://www.masterofmalt.com/whiskies/the-macallan/the-macallan-no-6-in-lalique-decanter-whisky/,Speyside Whisky,2500.0,The Macallan,43.0%,70cl," Fragrant red apple skin, orange peel, fruit cake, vanilla and redcurrant."," Silky dried fruits, almost perfumed, with dark toasty notes and some warming ginger.", Figs and dark spices.,fragrant red apple skin orange peel fruit cake vanilla redcurrant,silky dried fruits almost perfumed dark toasty warming ginger,figs dark spices,"['fragrant', 'red', 'apple', 'skin', 'orange', 'peel', 'fruit', 'cake', 'vanilla', 'redcurrant']","['silky', 'dried', 'fruits', 'almost', 'perfumed', 'dark', 'toasty', 'warming', 'ginger']","['figs', 'dark', 'spices']",3125.0,0,1,0,0,0,0,0,0,0.0,0.05108823493193421,vanilla,,spices,"The Macallan 18yo 1978,The Macallan 18yo 1977,Belvedere with Light 6l,Taste Margarita Set,Abelha Silver Gift Pack,The John Walker,Balblair 20yo 1997 #124"
Bowmore 18 Year Old,https://www.masterofmalt.com/whiskies/bowmore-18-year-old-whisky/,Islay Whisky,77.9,Bowmore,43.0%,70cl," Pungent, citrus. Stewing fruit, hints of damp wood and a very soft smoke."," Spirity at first, then gives way to perfume, fruit, plum jam. A good sweetness, peat smoke, grapey."," Seville marmalade, blossom, dark peat.",pungent citrus stewing fruit damp wood soft smoke,spirity give way perfume fruit plum jam good sweet peat smoke grapey,seville marmalade blossom dark peat,"['pungent', 'citrus', 'stewing', 'fruit', 'damp', 'wood', 'soft', 'smoke']","['spirity', 'give', 'way', 'perfume', 'fruit', 'plum', 'jam', 'good', 'sweet', 'peat', 'smoke', 'grapey']","['seville', 'marmalade', 'blossom', 'dark', 'peat']",97.38,1,0,0,0,0,0,0,0,0.0,0.3218036725810257,smoke,"sweet, smoke, good",,"Bowmore 12,Dalmore 18,Bowmore 15 Year Old,Ardbeg Uigeadail,Talisker 18 Year Old,Caol Ila 12,Lagavulin 16 Year Old,Ardbeg Corryvreckan,Caol Ila 18"
Deanston 12 Year Old,https://www.masterofmalt.com/whiskies/deanston-12-year-old-whisky/,Highland Whisky,37.9,Deanston,46.3%,70cl," Light, cereals, zesty orange marmalade. Barley."," Soft, nutty, caramel. Touch of salinity. Oak."," Soft, quite abrupt, caramel.",light cereals zesty orange marmalade barley,soft nutty caramel salinity oak,soft abrupt caramel,"['light', 'cereals', 'zesty', 'orange', 'marmalade', 'barley']","['soft', 'nutty', 'caramel', 'salinity', 'oak']","['soft', 'abrupt', 'caramel']",47.38,0,0,1,0,0,0,0,0,0.0,0.030170854813428023,,,,"Deanston Virgin Oak,Glenfarclas 21,Glenfarclas 105,Clynelish 14,Deanston 18 Year Old,Dalmore 12 Year Old,Ledaig 10,Speyburn 10,Caol Ila 12"
BenRiach 10 Year Old Curiositas,https://www.masterofmalt.com/whiskies/benriach/benriach-10-year-old-curiositas-whisky/,Speyside Whisky,38.83,BenRiach,46.0%,70cl," Grassy malt and honeyed apple, with a good whack of oak-rich smoke developing underneath."," Still packing a handsome combination of fresh apple and soft smoke, now with a hint of heather in the background."," Waxy peels, coriander and pepper, wrapped up in cinder toffee.",grassy malt honeyed apple good whack oakrich smoke developing,still packing handsome combination fresh apple soft smoke heather background,waxy peels coriander pepper wrapped cinder toffee,"['grassy', 'malt', 'honeyed', 'apple', 'good', 'whack', 'oakrich', 'smoke', 'developing']","['still', 'packing', 'handsome', 'combination', 'fresh', 'apple', 'soft', 'smoke', 'heather', 'background']","['waxy', 'peels', 'coriander', 'pepper', 'wrapped', 'cinder', 'toffee']",48.54,0,1,0,0,0,0,0,0,0.0,0.04781512163718273,"good, smoke",smoke,,
Bunnahabhain Cruach Mhòna,https://www.masterofmalt.com/whiskies/bunnahabhain/bunnahabhain-cruach-mhona-whisky/,Islay Whisky,83.9,Bunnahabhain,50.0%,100cl," Peat and vanilla, creosote, dried herbs, harbour rope, sweet biscuits and orchard fruit."," Sweet and smoky, lemon, salt and pepper. Beneath there's oak and malt and hints of sand dune.", More sweet smoke and citrus.,peat vanilla creosote dried herbs harbour rope sweet biscuit orchard fruit,sweet smoke lemon salt pepper theres oak malt sand dune,sweet smoke citrus,"['peat', 'vanilla', 'creosote', 'dried', 'herbs', 'harbour', 'rope', 'sweet', 'biscuit', 'orchard', 'fruit']","['sweet', 'smoke', 'lemon', 'salt', 'pepper', 'theres', 'oak', 'malt', 'sand', 'dune']","['sweet', 'smoke', 'citrus']",104.88,1,0,0,0,0,0,0,0,0.0,0.32707949422739024,"sweet, vanilla","sweet, smoke","sweet, smoke","Bunnahabhain Stiùireadair,Port Askaig 100° Proof,Laphroaig Lore,GlenDronach 21 Parliament,Bowmore 15 Year Old,Caol Ila 18,Caol Ila Moch,Lagavulin 16 Year Old,Kilchoman Machir Bay"
Inchmurrin 20 Year Old 1998 - Single Cask (Master of Malt),https://www.masterofmalt.com/whiskies/loch-lomond/inchmurrin-20-year-old-1998-single-cask-master-of-malt-whisky/,Highland Whisky,94.95,Loch Lomond,51.8%,70cl," Fresh apple turnovers right out of the oven, honeyed cereals, a hint of herby bread."," Stewed winter berries and soft pear, cinnamon sticks and brown sugar, light touches of earthy oak."," Cookie dough, caraway and passion fruit.",fresh apple turnover right oven honeyed cereals herby bread,stewed winter berry soft pear cinnamon stick brown sugar light earthy oak,cookie dough caraway passion fruit,"['fresh', 'apple', 'turnover', 'right', 'oven', 'honeyed', 'cereals', 'herby', 'bread']","['stewed', 'winter', 'berry', 'soft', 'pear', 'cinnamon', 'stick', 'brown', 'sugar', 'light', 'earthy', 'oak']","['cookie', 'dough', 'caraway', 'passion', 'fruit']",118.69,0,0,1,0,0,0,0,0,0.0,0.02390756081859137,,,,Croftengea 11yo 2007
Arran Sauternes Cask Finish,https://www.masterofmalt.com/whiskies/arran/arran-sauternes-cask-finish-whisky/,Island Whisky,43.99,Arran,50.0%,70cl," Initially acacia honey but then opening up to apricots, bananas and pears. With time a floral elegance presents itself.", Sweet but cut with warm spice. Lemon zest announces itself with the addition of water and a slight saltiness plays with this dram's sweet character.," Seville orange, Sauternes and an ounce of honey in a crisp finish.",initially acacia honey opening apricots banana pears time floral elegance present,sweet cut warm spice lemon z announces addition water slight salti play drams sweet character,seville orange sauternes ounce honey crisp,"['initially', 'acacia', 'honey', 'opening', 'apricots', 'banana', 'pears', 'time', 'floral', 'elegance', 'present']","['sweet', 'cut', 'warm', 'spice', 'lemon', 'announces', 'addition', 'water', 'slight', 'salti', 'play', 'drams', 'sweet', 'character']","['seville', 'orange', 'sauternes', 'ounce', 'honey', 'crisp']",54.99,0,0,0,1,0,0,0,0,0.0,0.08668426867118545,,sweet,,"Talisker Port Ruighe,GlenDronach 21 Parliament,Glenfiddich IPA Cask,Talisker 57° North,Arran Amarone Cask,Arran 10,Ardbeg Corryvreckan,Arran Port Cask Finish,Balvenie Caribbean Cask"
Old Pulteney Navigator,https://www.masterofmalt.com/whiskies/pulteney/old-pulteney-navigator-whisky/,Highland Whisky,39.9,Pulteney,46.0%,70cl," Sweet, succulent apple lashings with dollops of chocolate and vanilla.", Drips of honey and syrup-y orange. ," A salty finish sneaks up from nowhere, very nice.",sweet succulent apple lashing dollop chocolate vanilla,drips honey syrupy orange,salty sneak nowhere nice,"['sweet', 'succulent', 'apple', 'lashing', 'dollop', 'chocolate', 'vanilla']","['drips', 'honey', 'syrupy', 'orange']","['salty', 'sneak', 'nowhere', 'nice']",49.88,0,0,1,0,0,0,0,0,0.0,0.058904796127114335,"sweet, vanilla",,,"Glengoyne 18,Ardbeg Uigeadail,Dalmore 15,Ardbeg Corryvreckan,Caol Ila Moch,Tomintoul 14,Balvenie 17yo DoubleWood,Royal Lochnagar 12,Glencadam 10"
Tomintoul 14 Year Old,https://www.masterofmalt.com/whiskies/tomintoul-14-year-old-whisky/,Speyside Whisky,45.64,Tomintoul,46.0%,70cl," Gentle, very subtle. Warm pastries, apple blossom, hints of toffee, citrus, gentle fruit."," Vanilla, creamy, more blossom, barley."," Good length, spices.",gentle subtle warm pastries apple blossom toffee citrus gentle fruit,vanilla creamy blossom barley,good long spices,"['gentle', 'subtle', 'warm', 'pastries', 'apple', 'blossom', 'toffee', 'citrus', 'gentle', 'fruit']","['vanilla', 'creamy', 'blossom', 'barley']","['good', 'long', 'spices']",57.05,0,1,0,0,0,0,0,0,0.0,0.027019010339808257,,"vanilla, creamy","good, spices","Tomintoul 16,Glenkinchie 12,Glencadam 21,Tomatin 18yo Sherry Cask,Glen Elgin 12,anCnoc 12,Glenfarclas 15 Year Old,Balvenie Caribbean Cask,Tomintoul 12 Oloroso"
Isle of Jura 12 Year Old,https://www.masterofmalt.com/whiskies/isle-of-jura/isle-of-jura-12-year-old-whisky/,Island Whisky,39.95,Isle of Jura,40.0%,70cl," Nutty barley, white wine, cinnamon, melon."," Chocolate fudge, pear, a portion of peppery malt tucked away.", Sherbet lemons and sultanas.,nutty barley white wine cinnamon melon,chocolate fudge pear portion peppery malt tucked away,sherbet lemon sultanas,"['nutty', 'barley', 'white', 'wine', 'cinnamon', 'melon']","['chocolate', 'fudge', 'pear', 'portion', 'peppery', 'malt', 'tucked', 'away']","['sherbet', 'lemon', 'sultanas']",49.94,0,0,0,1,0,0,0,0,0.0,0.028157147127224818,,,,"Jura Destiny,Isle of Jura 10 Year Old"
Highland Park 21 Year Old 1996 (cask 12546) - Xtra Old Particular (Douglas Laing),https://www.masterofmalt.com/whiskies/highland-park/highland-park-21-year-old-1996-cask-12546-xtra-old-particular-douglas-laing-whisky/,Island Whisky,265.0,Highland Park,48.3%,70cl,Immediately charred wood on the nose developing to burnt buttered toast and citrus zest. ,"The palate shows a slight earthiness with candied orange and warming spice (cinnamon), and ","the finish lingers beautifully with salted caramel, rock pools and home baking.",immediately charred wood developing burnt buttered toast citrus zest,show slight earthi candied orange warming spice cinnamon,linger beautifully salted caramel rock pool home baking,"['immediately', 'charred', 'wood', 'developing', 'burnt', 'buttered', 'toast', 'citrus', 'zest']","['show', 'slight', 'earthi', 'candied', 'orange', 'warming', 'spice', 'cinnamon']","['linger', 'beautifully', 'salted', 'caramel', 'rock', 'pool', 'home', 'baking']",331.25,0,0,0,1,0,0,0,0,0.0,0.0,,,,
Benromach Cask Strength 2008 (bottled 2019),https://www.masterofmalt.com/whiskies/benromach/benromach-cask-strength-whisky/,Speyside Whisky,56.95,Benromach,57.9%,70cl," Loads of sherry aromas alongside toasty oak, sweet vanilla custard and stewed orchard fruit, with a balanced light herbaceous undertone."," Black pepper and fresh strawberries intertwine, with creamy fruit and nut milk chocolate, banana bread, smoked orange peel and waxy citrus.", More of that milk chocolate lingers with salted caramel and bonfire smoke.,loads sherry aroma toasty oak sweet vanilla custard stewed orchard fruit balanced light herbaceous undertone,black pepper fresh strawberry intertwine creamy fruit nut milk chocolate banana bread smoked orange peel waxy citrus,milk chocolate linger salted caramel bonfire smoke,"['loads', 'sherry', 'aroma', 'toasty', 'oak', 'sweet', 'vanilla', 'custard', 'stewed', 'orchard', 'fruit', 'balanced', 'light', 'herbaceous', 'undertone']","['black', 'pepper', 'fresh', 'strawberry', 'intertwine', 'creamy', 'fruit', 'nut', 'milk', 'chocolate', 'banana', 'bread', 'smoked', 'orange', 'peel', 'waxy', 'citrus']","['milk', 'chocolate', 'linger', 'salted', 'caramel', 'bonfire', 'smoke']",71.19,0,1,0,0,0,0,0,0,0.0,0.1009161889654239,"sweet, sherry, vanilla",creamy,smoke,
Isle Of Jura 18 Year Old,https://www.masterofmalt.com/whiskies/jura/isle-of-jura-18-year-old-whisky/,Island Whisky,69.95,Isle of Jura,44.0%,70cl," Cinnamon, dried berries, Wine Gums, hickory."," Brandied cherries, Turkish delight, milky coffee and blackcurrant jam."," Chocolate chip cookies, a touch of hay, orange oil.",cinnamon dried berries wine gums hickory,brandied cherries turkish delight milky coffee blackcurrant jam,chocolate chip cookies hay orange oil,"['cinnamon', 'dried', 'berries', 'wine', 'gums', 'hickory']","['brandied', 'cherries', 'turkish', 'delight', 'milky', 'coffee', 'blackcurrant', 'jam']","['chocolate', 'chip', 'cookies', 'hay', 'orange', 'oil']",87.44,0,0,0,1,0,0,0,0,0.0,0.0,,,,
Deanston 15 Year Old Organic Whisky,https://www.masterofmalt.com/whiskies/deanston/any-distillery-bottling/,Highland Whisky,59.95,Deanston,46.3%,70cl," Buttery malt and cornflakes, with underlying cut grass fragrance."," Soft fruity notes develop on the palate - think apricot, quince and just a hint of grapefruit.", Lingering honey and marmalade.,buttery malt cornflakes underlying cut grass fragrance,soft fruit think apricot quince grapefruit,linger honey marmalade,"['buttery', 'malt', 'cornflakes', 'underlying', 'cut', 'grass', 'fragrance']","['soft', 'fruit', 'think', 'apricot', 'quince', 'grapefruit']","['linger', 'honey', 'marmalade']",74.94,0,0,1,0,0,0,0,0,0.0,0.02878293792619205,,,,"Deanston 14yo Organic,Deanston Virgin Oak,Deanston 12,Deanston 18 Year Old"
Royal Brackla 16 Year Old,https://www.masterofmalt.com/whiskies/royal-brackla/royal-brackla-16-year-old-whisky/,Speyside Whisky,79.9,Brackla,40.0%,70cl," Ripe red apple at first before thick crème brûlée takes charge with apricot, custard and a little Buttercup cough syrup."," Spicy, caramelised apples and orchard fruit, vanilla and fresh black cherries.", Rich cocoa and baking spices.,ripe red apple thick crème brûlée take charge apricot custard buttercup cough syrup,spicy caramelised apple orchard fruit vanilla fresh black cherries,rich cocoa baking spices,"['ripe', 'red', 'apple', 'thick', 'crème', 'brûlée', 'take', 'charge', 'apricot', 'custard', 'buttercup', 'cough', 'syrup']","['spicy', 'caramelised', 'apple', 'orchard', 'fruit', 'vanilla', 'fresh', 'black', 'cherries']","['rich', 'cocoa', 'baking', 'spices']",99.88,0,1,0,0,0,0,0,0,0.0,0.02390756081859137,,vanilla,spices,"Craigellachie 13 Year Old,Cardhu 18 Year Old,Glenfiddich 21yo Reserva,Royal Brackla 12 Year Old,Cardhu 15 Year Old,Glen Spey 12,Royal Lochnagar 12,Balvenie 12YO Triple Cask,Glen Scotia 15YO"
Bunnahabhain 37 Year Old 1980 - Single Cask (Master of Malt),https://www.masterofmalt.com/whiskies/bunnahabhain/bunnahabhain-37-year-old-1980-single-cask-master-of-malt-whisky/,Islay Whisky,379.95,Bunnahabhain,41.3%,70cl," Buttery toast, orange blossom, toffee and a pinch of tobacco."," Honey and milk chocolate, a sprinkle of salt and hints of oak.", Malt flavours come through with a lasting caramel sweetness on the finish.,buttery toast orange blossom toffee pinch tobacco,honey milk chocolate sprinkle salt oak,malt flavour come lasting caramel sweetness,"['buttery', 'toast', 'orange', 'blossom', 'toffee', 'pinch', 'tobacco']","['honey', 'milk', 'chocolate', 'sprinkle', 'salt', 'oak']","['malt', 'flavour', 'come', 'lasting', 'caramel', 'sweetness']",474.94,1,0,0,0,0,0,0,0,0.0,0.19588782496360987,,,,Bunnahabhain 11yo 2006
Glen Keith Distillery Edition,https://www.masterofmalt.com/whiskies/glen-keith/glen-keith-distillery-edition-whisky/,Speyside Whisky,29.75,Glen Keith,40.0%,70cl, Sweet and crisp with orchard fruits and a malty character. Toffee apples and banana skins linger.," Through oaked dryness and an oily note comes vanilla sweetness with helpings of apricot yogurt, dried mango and nectarines. Suggestions of chocolate pudding, a slight grassiness and a little spice form the backdrop."," Subtle floral notes and new oak, with a little honey.",sweet crisp orchard fruit malty character toffee apple banana skin linger,oaked dry oily come vanilla sweet helping apricot yogurt dried mango nectarines suggestions chocolate pudding slight grassi spice form backdrop,subtle floral new oak honey,"['sweet', 'crisp', 'orchard', 'fruit', 'malty', 'character', 'toffee', 'apple', 'banana', 'skin', 'linger']","['oaked', 'dry', 'oily', 'come', 'vanilla', 'sweet', 'helping', 'apricot', 'yogurt', 'dried', 'mango', 'nectarines', 'suggestions', 'chocolate', 'pudding', 'slight', 'grassi', 'spice', 'form', 'backdrop']","['subtle', 'floral', 'new', 'oak', 'honey']",37.19,0,1,0,0,0,0,0,0,0.0,0.06266254461250438,sweet,"sweet, vanilla",,"Tormore 16 Year Old,Dashfire Spiced Apple,anCnoc Peatheart,Glenglassaugh Revival,Timorous Beastie 10yo,Wolfburn Northland,The Deveron 12 Year Old,Tomintoul Tlàth,Strathmill 12"
